"gutenberg_id" "text"
4980 "little, when she felt she was safe, she turned to look back over her"
4980 "shoulder. Farmer Brown??s boy was standing right where she had last seen"
4980 "him, and he was laughing harder than ever. Yes, Sir, he was laughing,"
4980 "and though Old Granny Fox didn??t think so at the time, his laugh was"
4980 "good to hear, for it was good-natured and merry and all that an honest"
4980 "laugh should be."
4980 ""
4980 "??Go it, Granny! Go it!?? shouted Farmer Brown??s boy. ??And the next time"
4980 "you are tempted to steal my chickens, just remember that I caught you"
4980 "napping and let you off when I might have shot you. Just remember that"
4980 "and leave my chickens alone.??"
4980 ""
4980 "Now it happened that Tommy Tit the Chickadee had seen all that had"
4980 "happened, and he fairly bubbled over with joy. ??Dee, dee, dee,"
4980 "Chickadee! It is just as I have always said??Farmer Brown??s boy isn??t"
4980 "bad. He??d be friends with every one if every one would let him,?? he"
4980 "cried."
4980 ""
4980 "??Maybe, maybe,?? grumbled Sammy Jay, who also had seen all that had"
4980 "happened. ??But he??s altogether too smart for me to trust. Oh, my! oh,"
4980 "my! What news this will be to tell! Old Granny Fox will never hear the"
4980 "end of it. If ever again she boasts of how smart she is, all we will"
4980 "have to do will be to remind her of the time Farmer Brown??s boy caught"
4980 "her napping. Ho! ho! ho! I must hurry along and find my cousin, Blacky"
4980 "the Crow. This will tickle him half to death.??"
4980 ""
4980 "As for Old Granny Fox, she feared Farmer Brown??s boy more than ever,"
4980 "not because of what he had done to her but because of what he had not"
4980 "done. You see, nothing could make her believe that he wanted to be her"
4980 "friend. She thought he had let her get away just to show her that he"
4980 "was smarter than she. Instead of thankfulness, hate and fear filled"
4980 "Granny??s heart. You know??"
4980 ""
4980 "People who themselves do ill"
4980 "For others seldom have good will."
4980 ""
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER IX>"
4980 "Reddy Fox Hears About Granny Fox"
4980 ""
4980 ""
4980 "Though you may think another wrong"
4980 "    And be quite positive you??re right,"
4980 "Don??t let your temper get away;"
4980 "    And try at least to be polite."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Sammy Jay hurried through the Green Forest, chuckling as he flew. Sammy"
4980 "was brimming over with the news he had to tell,??how Old Granny Fox had"
4980 "been caught napping by Farmer Brown??s boy. Sammy wouldn??t have believed"
4980 "it if any one had told him. No, Sir, he wouldn??t. But he had seen it"
4980 "with his own eyes, and it tickled him almost to pieces to think that"
4980 "Old Granny Fox, whom everybody thought so sly and clever and smart, had"
4980 "been caught actually asleep by the very one of whom she was most"
4980 "afraid, but at whom she always had turned up her nose."
4980 ""
4980 "Presently Sammy spied Reddy Fox trotting along the Lone Little Path."
4980 "Reddy was forever boasting of how smart Granny Fox was. He had boasted"
4980 "of it so much that everybody was sick of hearing him. When he saw Reddy"
4980 "trotting along the Lone Little Path, Sammy chuckled harder than ever."
4980 "He hid in a thick hemlock-tree and as Reddy passed he shouted:"
4980 ""
4980 "??Had I such a stupid old Granny"
4980 "    As some folks who think they are smart,"
4980 "I never would boast of my Granny,"
4980 "    But live by myself quite apart!??"
4980 ""
4980 ""
4980 "Reddy looked up angrily. He couldn??t see Sammy Jay, but he knew Sammy??s"
4980 "voice. There is no mistaking that. Everybody knows the voice of Sammy"
4980 "Jay. Of course it was foolish, very foolish of Reddy to be angry, and"
4980 "still more foolish to show that he was angry. Had he stopped a minute"
4980 "to think, he would have known that Sammy was saying such a mean,"
4980 "provoking thing just to make him angry, and that the angrier he became"
4980 "the better pleased Sammy Jay would be. But like a great many people,"
4980 "Reddy allowed his temper to get the better of his common sense."
4980 ""
4980 "??Who says Granny Fox is stupid??? he snarled."
4980 ""
4980 "??I do,?? replied Sammy Jay promptly. ??I say she is stupid.??"
4980 ""
4980 "??She is smarter than anybody else in all the Green Forest and on all"
4980 "the Green Meadows. She is smarter than anybody else in all the Great"
4980 "World,?? boasted Reddy, and he really believed it."
4980 ""
4980 "??She isn??t smart enough to fool Farmer Brown??s boy,?? taunted Sammy."
4980 ""
4980 "??What??s that? Who says so? Has anything happened to Granny Fox??? Reddy"
4980 "forgot his anger in a sudden great fear. Could Granny have been shot by"
4980 "Farmer Brown??s boy?"
4980 ""
4980 "??Nothing much, only Farmer Brown??s boy caught her napping in broad"
4980 "daylight,?? replied Sammy, and chuckled so that Reddy heard him."
4980 ""
4980 "??I don??t believe it!?? snapped Reddy. ??I don??t believe a word of it!"
4980 "Nobody ever yet caught Old Granny Fox napping, and nobody ever will.??"
4980 ""
4980 "??I don??t care whether you believe it or not; it??s so, for I saw him,??"
4980 "retorted Sammy Jay."
4980 ""
4980 "??You??you??you???? began Reddy Fox."
4980 ""
4980 "??Go ask Tommy Tit the Chickadee if it isn??t true. He saw him too,??"
4980 "interrupted Sammy Jay."
4980 ""
4980 "??Dee, dee, dee, Chickadee! It??s so, and Farmer Brown??s boy only threw a"
4980 "snowball at her and let her run away without shooting at her,?? declared"
4980 "a new voice. There sat Tommy Tit himself."
4980 ""
4980 "Reddy didn??t know what to think or say. He just couldn??t believe it,"
4980 "yet he had never known Tommy Tit to tell an untruth. Sammy Jay alone he"
4980 "wouldn??t have believed. Then Tommy Tit and Sammy Jay told Reddy all"
4980 "about what they had seen, how Farmer Brown??s boy had surprised Old"
4980 "Granny Fox and then allowed her to go unharmed. Reddy had to believe"
4980 "it. If Tommy Tit said it was so, it must be so. Reddy Fox started off"
4980 "to hunt up Old Granny Fox and ask her about it. But a sudden thought"
4980 "popped into his red head, and he changed his mind."
4980 ""
4980 "??I won??t say a thing about it until some time when Granny scolds me for"
4980 "being careless,?? muttered Reddy, with a sly grin. ??Then I??ll see what"
4980 "she has to say. I guess she won??t scold me so much after this.??"
4980 ""
4980 "Reddy grinned more than ever, which wasn??t a bit nice of him. Instead"
4980 "of being sorry that Old Granny Fox had had such a fright, he was"
4980 "planning how he would get even with her when she should scold him for"
4980 "his own carelessness."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER X>"
4980 "Reddy Fox Is Impudent"
4980 ""
4980 ""
4980 "A saucy tongue is dangerous to possess;"
4980 "Be sure some day ??t will get you in a mess."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Reddy Fox is headstrong and, like most headstrong people, is given to"
4980 "thinking that his way is the best way just because it is _his_ way. He"
4980 "is smart, is Reddy Fox. Yes, indeed, Reddy Fox is very, very smart. He"
4980 "has to be in order to live. But a great deal of what he knows he"
4980 "learned from Old Granny Fox. The very best tricks he knows she taught"
4980 "him. She began teaching him when he was so little that he tumbled over"
4980 "his own feet. It was she who taught him how to hunt, that it is better"
4980 "never to steal chickens near home but to go a long way off for them,"
4980 "and how to fool Bowser the Hound."
4980 ""
4980 "It was Granny who taught Reddy how to use his little black nose to"
4980 "follow the tracks of careless young Rabbits, and how to catch Meadow"
4980 "Mice under the snow. In fact, there is little Reddy knows which he"
4980 "didn??t learn from wise, shrewd Old Granny Fox."
4980 ""
4980 "But as he grew bigger and bigger, until he was quite as big as Granny"
4980 "herself, he forgot what he owed to her. He grew to have a very good"
4980 "opinion of himself and to feel that he knew just about all there was to"
4980 "know. So sometimes when he had done foolish or careless things and"
4980 "Granny had scolded him, telling him he was big enough and old enough to"
4980 "know better, he would sulk and go off muttering to himself. But he"
4980 "never quite dared to be openly disrespectful to Granny, and this, of"
4980 "course, was quite as it should have been."
4980 ""
4980 "??If only I could catch Granny doing something foolish or careless,?? he"
4980 "would say to himself. But he never could, and he had begun to think"
4980 "that he never would. But now at last Granny, clever Old Granny Fox, had"
4980 "been careless! She had allowed Farmer Brown??s boy to catch her napping!"
4980 "Reddy did wish he had been there to see it himself. But anyway, he had"
4980 "been told about it, and he made up his mind that the next time Granny"
4980 "said anything sharp to him about his carelessness he would have"
4980 "something to say back. Yes, Sir, Reddy Fox was deliberately planning to"
4980 "answer back, which, as you know, is always disrespectful to one??s"
4980 "elders."
4980 ""
4980 "At last the chance came. Reddy did a thing no truly wise Fox ever will"
4980 "do. He went two nights in succession to the same henhouse, and the"
4980 "second time he barely escaped being shot. Old Granny Fox found out"
4980 "about it. How she found out Reddy doesn??t know to this day, but find"
4980 "out she did, and she gave him such a scolding as even her sharp tongue"
4980 "had seldom given him."
4980 ""
4980 "??You are the stupidest Fox I ever heard of,?? scolded Granny."
4980 ""
4980 "??I??m no more stupid than you are!?? retorted Reddy in the most impudent"
4980 "way."
4980 ""
4980 "??What??s that??? demanded Granny. ??What??s that you said???"
4980 ""
4980 "??I said I??m no more stupid than you are, and what is more, I hope I??m"
4980 "not so stupid. I know better than to take a nap in broad daylight right"
4980 "under the very nose of Farmer Brown??s boy.?? Reddy grinned in the most"
4980 "impudent way as he said this."
4980 ""
4980 "Granny??s eyes snapped. Then things happened. Reddy was cuffed this way"
4980 "and cuffed that way and cuffed the other way until it seemed to him"
4980 "that the air was full of black paws, every one of which landed on his"
4980 "head or face with a sting that made him whimper and put his tail"
4980 "between his legs, and finally howl."
4980 ""
4980 "??There!?? cried Granny, when at last she had to stop because she was"
4980 "quite out of breath. ??Perhaps that will teach you to be respectful to"
4980 "your elders. I _was_ careless and stupid, and I am perfectly ready to"
4980 "admit it, because it has taught me a lesson. Wisdom often is gained"
4980 "through mistakes, but never when one is not willing to admit the"
4980 "mistakes. No Fox lives long who makes the same mistake twice. And those"
4980 "who are impudent to their elders come to no good end. I??ve got a fat"
4980 "goose hidden away for dinner, but you will get none of it.??"
4980 ""
4980 "??I??I wish I??d never heard of Granny??s mistake,?? whined Reddy to himself"
4980 "as he crept dinnerless to bed."
4980 ""
4980 "??You ought to wish that you hadn??t been impudent,?? whispered a small"
4980 "voice down inside him."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER XI>"
4980 "After The Storm"
4980 ""
4980 ""
4980 "The joys and the sunshine that make us glad;"
4980 "The worries and troubles that makes us sad"
4980 "Must come to an end; so why complain"
4980 "Of too little sun or too much rain?"
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "The thing to do is to make the most of the sunshine while it lasts, and"
4980 "when it rains to look forward to the corning of the sun again, knowing"
4980 "that conic it surely will. A dreadful storm was keeping the little"
4980 "people of the Green Forest, the Green Meadows, and the Old Orchard"
4980 "prisoners in their own homes or in such places of shelter as they had"
4980 "been able to find."
4980 ""
4980 "But it couldn??t last forever, and they knew it. Knowing this was all"
4980 "that kept some of them alive."
4980 ""
4980 "You see, they were starving. Yes, Sir, they were starving. You and I"
4980 "would be very hungry, very hungry indeed, if we had to go without food"
4980 "for two whole days, but if we were snug and warm it wouldn??t do us any"
4980 "real harm. With the little wild friends, especially the little"
4980 "feathered folks, it is a very different matter. You see, they are"
4980 "naturally so active that they have to fill their stomachs very often in"
4980 "order to supply their little bodies with heat and energy. So when their"
4980 "food supply is wholly cut off, they starve or else freeze to death in a"
4980 "very short time. A great many little lives are ended this way in every"
4980 "long, hard winter storm."
4980 ""
4980 "It was late in the afternoon of the second day when rough Brother North"
4980 "Wind decided that he had shown his strength and fierceness long enough,"
4980 "and rumbling and grumbling retired from the Green Meadows and the Green"
4980 "Forest, blowing the snow clouds away with him. For just a little while"
4980 "before it was time for him to go to bed behind the Purple Hills, jolly,"
4980 "round, red Mr. Sun smiled down on the white land, and never was his"
4980 "smile more welcome. Out from their shelters hurried all the little"
4980 "prisoners, for they must make the most of the short time before the"
4980 "coming of the cold night."
4980 ""
4980 "Little Tommy Tit the Chickadee was so weak that he could hardly fly,"
4980 "and he shook with chills. He made straight for the apple-tree where"
4980 "Farmer Brown??s boy always keeps a piece of suet tied to a branch for"
4980 "Tommy and his friends. Drummer the Woodpecker was there before him. Now"
4980 "it is one of the laws of politeness among the feathered folk that when"
4980 "one is eating from a piece of suet a newcomer shall await his turn."
4980 ""
4980 "??Dee, dee, dee!?? said Tommy Tit faintly but cheerfully, for he couldn??t"
4980 "be other than cheery if he tried. ??Dee, dee, dee! That looks good to"
4980 "me.??"
4980 ""
4980 "??It is good,?? mumbled Drummer, pecking away at the suet greedily. ??Come"
4980 "on, Tommy Tit. Don??t wait for me, for I won??t be through for a long"
4980 "time. I??m nearly starved, and I guess you must be.??"
4980 ""
4980 "??I am,?? confessed Tommy, as he flew over beside Drummer. ??Thank you"
4980 "ever so much for not making me wait.??"
4980 ""
4980 "??Don??t mention it,?? replied Drummer, with his mouth full. ??This is no"
4980 "time for politeness. Here comes Yank Yank the Nuthatch. I guess there"
4980 "is room for him too.??"
4980 ""
4980 "Yank Yank was promptly invited to join them and did so after"
4980 "apologizing for seeming so greedy."
4980 ""
4980 "??If I couldn??t get my stomach full before night, I certainly should"
4980 "freeze to death before morning,?? said he. ??What a blessing it is to"
4980 "have all this good food waiting for us. If I had to hunt for my usual"
4980 "food on the trees, I certainly should have to give up and die. It took"
4980 "all my strength to get over here. My, I feel like a new bird already!"
4980 "Here comes Sammy Jay. I wonder if he will try to drive us away as he"
4980 "usually does.??"
4980 ""
4980 "Sammy did nothing of the kind. He was very meek and most polite. ??Can"
4980 "you make room for a starving fellow to get a bite??? he asked. ??I"
4980 "wouldn??t ask it but that I couldn??t last another night without food.??"
4980 ""
4980 "??Dee, dee, dee! Always room for one more,?? replied Tommy Tit, crowding"
4980 "over to give Sammy room. ??Wasn??t that a dreadful storm???"
4980 ""
4980 "??Worst I ever knew,?? mumbled Sammy. ??I wonder if I ever will be warm"
4980 "again.??"
4980 ""
4980 "Until their stomachs were full, not another word was said. Meanwhile"
4980 "Chatterer the Red Squirrel had discovered that the storm was over. As"
4980 "he floundered through the snow to another apple-tree he saw Tommy Tit"
4980 "and his friends, and in his heart he rejoiced that they had found food"
4980 "waiting for them. His own troubles were at an end, for in the tree he"
4980 "was headed for was a store of corn."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER XII>"
4980 "Granny And Reddy Fox Hunt In Vain"
4980 ""
4980 ""
4980 "Old Mother Nature??s plans for good"
4980 "Quite often are not understood."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Tommy Tit and Drummer the Woodpecker and Yank Yank the Nuthatch and"
4980 "Sammy Jay and Chatterer the Red Squirrel were not the only ones who"
4980 "were out and about as soon as the great storm ended. Oh, my, no! No,"
4980 "indeed! Everybody who was not sleeping the winter away, or who had not"
4980 "a store of food right at hand, was out. But not all were so fortunate"
4980 "as Tommy Tit and his friends in finding a good meal."
4980 ""
4980 "Peter Rabbit and Mrs. Peter came out of the hole in the heart of the"
4980 "dear Old Briar-patch, where they had managed to keep comfortably warm,"
4980 "and at once began to fill their stomachs with bark from young trees and"
4980 "tender tips of twigs. It was very coarse food, but it would take away"
4980 "that empty feeling. Mrs. Grouse burst out of the snow and hurried to"
4980 "get a meal before dark. She had no time to be particular, and so she"
4980 "ate spruce buds. They were very bitter and not much to her liking, but"
4980 "she was too hungry, and night was too near for her to be fussy. She was"
4980 "thankful to have that much."
4980 ""
4980 "Granny Fox and Reddy were out too. They didn??t need to hurry because,"
4980 "as you know, they could hunt all night, but they were so hungry that"
4980 "they just had to be looking for something to eat. They knew, of course,"
4980 "that everybody else would be out, and they hoped that some of these"
4980 "little people would be so weak that they could easily be caught. That"
4980 "seems like a dreadful hope, doesn??t it? But one of the first laws of"
4980 "Old Mother Nature is self-preservation. That means to save your own"
4980 "life first. So perhaps Granny and Reddy are not to be blamed for hoping"
4980 "that some of their neighbors might be caught easily because of the"
4980 "great storm. They were very hungry indeed, and they could not eat bark"
4980 "like Peter Rabbit, or buds like Mrs. Grouse, or seeds like Whitefoot"
4980 "the Woodmouse. Their teeth and stomachs are not made for such food."
4980 ""
4980 "It was hard going for Granny and Reddy Fox. The snow was soft and deep"
4980 "in many places, and they had to keep pretty close to those places where"
4980 "rough Brother North Wind had blown away enough of the snow to make"
4980 "walking fairly easy. They soon found that their hope that they would"
4980 "find some of their neighbors too weak to escape was quite in vain. When"
4980 "jolly, round, red Mr. Sun dropped clown behind the Purple Hills to go"
4980 "to bed, their stomachs were quite as empty as when they had started"
4980 "out."
4980 ""
4980 "??We??ll go down to the Old Briar-patch. I don??t believe it will be of"
4980 "much use, but you never can tell until you try. Peter Rabbit may take"
4980 "it into his silly head to come outside,?? said Granny, leading the way."
4980 ""
4980 "When they reached the dear Old Briar-patch they found that Peter was"
4980 "not outside. In fact, peering between the brambles and bushes, they"
4980 "could see his little brown form bobbing about as he hunted for tender"
4980 "bark. He had already made little paths along which he could hop easily."
4980 "Peter saw them almost as soon as they saw him."
4980 ""
4980 "??Hard times these,?? said Peter pleasantly. ??I hope your stomachs are"
4980 "not as empty as mine.?? He pulled a strip of bark from a young tree and"
4980 "began to chew it. This was more than Reddy could stand. To see Peter"
4980 "eating while his own stomach was just one great big ache from emptiness"
4980 "was too much."
4980 ""
4980 "??I??m going in there and catch him, or drive him out where you can catch"
4980 "him, if I tear my coat all to pieces!?? snarled Reddy."
4980 ""
4980 "Peter stopped chewing and sat up. ??Come right along, Reddy. Come right"
4980 "along if you want to, but I would advise you to save your skin and your"
4980 "coat,?? said he."
4980 ""
4980 "Reddy??s only reply was a snarl as he pushed his way under the brambles."
4980 "He yelped as they tore his coat and scratched his face, but he kept on."
4980 "Now Peter??s paths were very cunningly made. He had cut them through the"
4980 "very thickest of the briars just big enough for himself and Mrs. Peter"
4980 "to hop along comfortably. But Reddy is so much bigger that he had to"
4980 "force his way through and in places crawl flat on his stomach, which"
4980 "was very slow work, to say nothing of the painful scratches from the"
4980 "briars. It was no trouble at all for Peter to keep out of his way, and"
4980 "before long Reddy gave up. Without a word Granny Fox led the way to the"
4980 "Green Forest. They would try to find where Mrs. Grouse was sleeping"
4980 "under the snow. But though they hunted all night, they failed to find"
4980 "her, for she wisely had gone to bed in a spruce-tree."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER XIII>"
4980 "Granny Fox Admits Growing Old"
4980 ""
4980 ""
4980 "Who will not admit he is older each day fools no one but himself."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "Old Granny Fox is a spry old lady for her age. If you don??t believe it"
4980 "just try to catch her. But spry as she is, she isn??t as spry as she"
4980 "used to be. No, Sir, Granny Fox isn??t as spry as she used to be. The"
4980 "truth is, Granny is getting old. She never would admit it, and Reddy"
4980 "never had realized it until the day after the great storm. All that"
4980 "night they had hunted in vain for something to eat and at daylight had"
4980 "crept into their house to rest awhile before starting on another hunt."
4980 "They had neither the strength nor the courage to search any longer"
4980 "then. Wading through snow is very hard work at best and very tiresome,"
4980 "but when your stomach has been empty for so long that you almost begin"
4980 "to wonder what food tastes like, it becomes harder work still. You see,"
4980 "it is food that makes strength, and lack of food takes away strength."
4980 ""
4980 "This was why Granny and Reddy Fox just _had_ to rest. Hungry as they"
4980 "were, they _had_ to give up for awhile. Reddy flung himself down, and"
4980 "if ever there was a discouraged young Fox he was that one. ??I wish I"
4980 "were dead,?? he moaned."
4980 ""
4980 "??Tut, tut, tut!?? said Granny Fox sharply. ??That??s no way for a young"
4980 "Fox to talk! I??m ashamed of you. I am indeed.?? Then she added more"
4980 "kindly: ??I know just how you feel. Just try to forget your empty"
4980 "stomach and rest awhile. We have had a tiresome, disappointing,"
4980 "discouraging night, but when you are rested things will not look quite"
4980 "so bad. You know the old saying:"
4980 ""
4980 "??Never a road so long is there"
4980 "    But it reaches a turn at last;"
4980 "Never a cloud that gathers swift"
4980 "    But disappears as fast.??"
4980 ""
4980 ""
4980 "You think you couldn??t possibly feel any worse than you do right now,"
4980 "but you could. Many a time I have had to go hungry longer than this."
4980 "After we have rested awhile we will go over to the Old Pasture. Perhaps"
4980 "we will have better luck there.??"
4980 ""
4980 "So Reddy tried to forget the emptiness of his stomach and actually had"
4980 "a nap, for he was very, very tired. When he awoke he felt better."
4980 ""
4980 "??Well, Granny,?? said he, ??let??s start for the Old Pasture. The snow has"
4980 "crusted over, and we won??t find it such hard going as it was last"
4980 "night.??"
4980 ""
4980 "Granny arose and followed Reddy out to the doorstep. She walked"
4980 "stiffly. The truth is, she ached in every one of her old bones. At"
4980 "least, that is the way it seemed to her. She looked towards the Old"
4980 "Pasture. It seemed very far away. She sighed wearily. ??I don??t believe"
4980 "I??ll go, Reddy,?? said she. ??You run along and luck go with you.??"
4980 ""
4980 "Reddy turned and stared at Granny suspiciously. You know his is a very"
4980 "suspicious nature. Could it be that Granny had some secret plan of her"
4980 "own to get a meal and wanted to get rid of him?"
4980 ""
4980 "??What??s the matter with you??? he demanded roughly. ??It was you who"
4980 "proposed going over to the Old Pasture.??"
4980 ""
4980 "Granny smiled. It was a sad sort of smile. She is wonderfully sharp and"
4980 "smart, is Granny Fox, and she knew what was in Reddy??s mind as well as"
4980 "if he had told her."
4980 ""
4980 "??Old bones don??t rest and recover as quickly as young bones, and I just"
4980 "don??t feel equal to going over there now,?? said she. ??The truth is,"
4980 "Reddy, I am growing old. I am going to stay right here and rest."
4980 "Perhaps then I??ll feel able to go hunting to-night. You trot along now,"
4980 "and if you get more than a stomachful, just remember old Granny and"
4980 "bring her a bite.??"
4980 ""
4980 "There was something in the way Granny spoke that told Reddy she was"
4980 "speaking the truth. It was the very first time she ever had admitted"
4980 "that she was growing old and was no longer the equal of any Fox. Never"
4980 "before had he noticed how gray she had grown. Reddy felt a feeling of"
4980 "shame creep over him,??shame that he had suspected Granny of playing a"
4980 "sharp trick. And this little feeling of shame was followed instantly by"
4980 "a splendid thought. He would go out and find food of some kind, and he"
4980 "would bring it straight back to Granny. He had been taken care of by"
4980 "Granny when he was little, and now he would repay Granny for all she"
4980 "had done for him by taking care of her in her old age."
4980 ""
4980 "??Go back in the house and lie down, Granny,?? said he kindly. ??I am"
4980 "going to get something, and whatever it may be you shall have your"
4980 "share.?? With this he trotted off towards the Old Pasture and somehow he"
4980 "didn??t mind the ache in his stomach as he had before."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER XIV>"
4980 "Three Vain And Foolish Wishes"
4980 ""
4980 ""
4980 "There??s nothing so foolishly silly and vain"
4980 "As to wish for a thing you can never attain."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "We all know that, yet most of us are just foolish enough to make such a"
4980 "wish now and then. I guess you have done it. I know I have. Peter"
4980 "Rabbit has done it often and then laughed at himself afterwards. I"
4980 "suspect that even shrewd, clever old Granny Fox has been guilty of it"
4980 "more than once. So it is not surprising that Reddy Fox, terribly hungry"
4980 "as he was, should do a little foolish wishing."
4980 ""
4980 "When he left home to go to the Old Pasture, in the hope that he would"
4980 "be able to find something to eat there, he started off bravely. It was"
4980 "cold, very cold indeed, but his fur coat kept him warm as long as he"
4980 "was moving. The Green Meadows were glistening white with snow. All the"
4980 "world, at least all that part of it with which Reddy was acquainted,"
4980 "was white. It was beautiful, very beautiful, as millions of sparkles"
4980 "flashed in the sun. But Reddy had no thought for beauty; the only"
4980 "thought he had room for was to get something to put in the empty"
4980 "stomachs of himself and Granny Fox."
4980 ""
4980 "Jack Frost had hardened the snow so that Reddy no longer had to wade"
4980 "through it. He could run on the crust now without breaking through."
4980 "This made it much easier, so he trotted along swiftly. He had intended"
4980 "to go straight to the Old Pasture, but there suddenly popped into his"
4980 "head a memory of the shelter down in a far corner of the Old Orchard"
4980 "which Farmer Brown??s boy had built for Bob White. Probably the Bob"
4980 "White family were there now, and he might surprise them. He would go"
4980 "there first."
4980 ""
4980 "Reddy stopped and looked carefully to make sure that Farmer Brown??s boy"
4980 "and Bowser the Hound were nowhere in sight. Then he ran swiftly towards"
4980 "the Old Orchard. Just as he entered it he heard a merry voice just over"
4980 "his head: ??Dee, dee, dee, dee!?? Reddy stopped and looked up. There was"
4980 "Tommy Tit the Chickadee clinging tightly to a big piece of fresh suet"
4980 "tied fast to a branch of a tree, and Tommy was stuffing himself. Reddy"
4980 "sat down right underneath that suet and looked up longingly. The sight"
4980 "of it made his mouth water so that it was almost more than he could"
4980 "stand. He jumped once. He jumped twice. He jumped three times. But all"
4980 "his jumping was in vain. That suet was beyond his reach. There was no"
4980 "possible way of reaching it save by flying or climbing. Reddy??s tongue"
4980 "hung out of his mouth with longing."
4980 ""
4980 "??I wish I could climb,?? said Reddy."
4980 ""
4980 "But he couldn??t climb, and all the wishing in the world wouldn??t enable"
4980 "him to, as he very well knew. So after a little he started on. As he"
4980 "drew near the far corner of the Old Orchard, he saw Bob White and Mrs."
4980 "Bob and all the young Bobs picking up grain which Farmer Brown??s boy"
4980 "had scattered for them just in front of the shelter he had built for"
4980 "them. Reddy crouched down and very slowly, an inch at a time, he crept"
4980 "forward, his eyes shining with eagerness. Just as he was almost within"
4980 "springing distance, Bob White gave a signal, and away flew the Bob"
4980 "Whites to the safety of a hemlock-tree on the edge of the Green Forest."
4980 ""
4980 "Tears of rage and disappointment welled up in Reddy??s eyes. ??I wish I"
4980 "could fly,?? he muttered, as he watched the brown birds disappear in the"
4980 "big hemlock-tree."
4980 ""
4980 "This was quite as foolish a wish as the other, so Reddy trotted on and"
4980 "decided to go down past the Smiling Pool. When he got there he found"
4980 "it, as he expected, frozen over. But just where the Laughing Brook"
4980 "joins it there was a little place where there was open water. Billy"
4980 "Mink was on the ice at its edge, and just as Reddy got there Billy"
4980 "dived in. A minute later he climbed out with a fish in his mouth."
4980 ""
4980 "??Give me a bite,?? begged Reddy."
4980 ""
4980 "??Catch your own fish,?? retorted Billy Mink. ??I have to work hard enough"
4980 "for what I get as it is.??"
4980 ""
4980 "Reddy was afraid to go out on the ice where Billy was, and so he sat"
4980 "and watched him eat that fine fish. Then Billy dived into the water"
4980 "again and disappeared. Reddy waited a long time, but Billy did not"
4980 "return. ??I wish I could dive,?? gulped Reddy, thinking of the fine fish"
4980 "somewhere under the ice."
4980 ""
4980 "And this wish was quite as foolish as the other wishes."
4980 ""
4980 ""
4980 ""
4980 ""
4980 "<CHAPTER XV>"
4980 "Reddy Fights A Battle"
4980 ""
4980 ""
4980 "??Tis not the foes that are without"
4980 "    But those that are within"
4980 "That give us battles that we find"
4980 "    The hardest are to win."
4980 "          ??_Old Granny Fox_."
4980 ""
4980 ""
4980 "After the last of his three foolish wishes, Reddy Fox left the Smiling"
4980 "Pool and headed straight for the Old Pasture for which he had started"
4980 "in the first place. He wished now that he had gone straight there. Then"
4980 "he wouldn??t have seen the suet tied out of reach to the branch of a"
4980 "tree in the Old Orchard; he wouldn??t have seen the Bob Whites fly away"
4980 "to safety just as he felt almost sure of catching one; he wouldn??t have"
4980 "seen Billy Mink bring a fine fish out of the water and eat it right"
4980 "before him. It is bad enough to be starving with no food in sight, but"
4980 "to be as hungry as Reddy Fox was and to see food just out of reach, to"
4980 "smell it, and not be able to get it is,??well, it is more than most"
4980 "folks can stand patiently."
4980 ""
4980 "So Reddy Fox was grumbling to himself as he hurried to the Old Pasture"
4980 "and his heart was very bitter. It seemed to him that everything was"
4980 "against him. His neighbors had food, but he had none, not so much as a"
4980 "crumb. It was unfair. Old Mother Nature was unjust. If he could climb"
4980 "he could get food. If he could fly he could get food. If he could dive"
4980 "he could get food. But he could neither climb, fly, nor dive. He didn??t"
4980 "stop to think that Old Mother Nature had given him some of the sharpest"
4980 "wits in all the Green Forest or on all the Green Meadows; that she had"
4980 "given him a wonderful nose; that she had given him the keenest of ears;"
4980 "that she had given him speed excelled by few. He forgot these things"
4980 "and was so busy thinking bitterly of the things he didn??t have that he"
4980 "forgot to use his wits and nose and ears when he reached the Old"
4980 "Pasture. The result was that he trotted right past Old Jed Thumper, the"
4980 "big gray Rabbit, who was sitting behind a little bush holding his"
4980 "breath. The minute Old Jed saw that Reddy was safely past, he started"
4980 "for his bull-briar castle as fast as he could."
4980 ""
4980 "It was not until then that Reddy discovered him. Of course, Reddy"
4980 "started after him, and this time he made good use of his speed. But he"
4980 "was too late. Old Jed Thumper reached his castle with Reddy two jumps"
4980 "behind him. Reddy knew now that there was no chance to catch Old Jed"
